"","experiment","accession","counts"
"2959","GSE126030","GSM3891625",0
"2960","GSE132771","GSM3891625",68
"2961","GSE132914","GSM3891625",0
"2962","GSE134355","GSM3891625",0
"2963","GSE135893","GSM3891625",0
"2964","GSE136831","GSM3891625",0
"2965","GSE137026","GSM3891625",0
"2966","GSE139534","GSM3891625",0
"2967","GSE139555","GSM3891625",0
"2968","GSE139819","GSM3891625",0
"2969","GSE150247","GSM3891625",0
"2970","GSE157376","GSM3891625",0
"2971","GSE158942","GSM3891625",0
"2972","GSE160664","GSM3891625",0
"2973","GSE161382","GSM3891625",0
"2974","GSE167295","GSM3891625",0
"2975","GSE168191","GSM3891625",0
"2976","GSE169471","GSM3891625",0
"2977","GSE171524","GSM3891625",0
"2978","GSE173896","GSM3891625",0
"2979","GSE181388","GSM3891625",0
"2980","GSE196303","GSM3891625",0
"2981","GSE196341","GSM3891625",0
"2982","GSE227136","GSM3891625",0
"2983","HCL","GSM3891625",0
"2984","HTAN_MSK","GSM3891625",0
"2985","munich_cohort_human","GSM3891625",0
"2986","P115_Syn21041850_Lung_scRNASEQ","GSM3891625",0
"2987","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM3891625",0
"2988","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM3891625",0
"2989","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM3891625",0
"2990","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM3891625",0
"2991","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM3891625",0
"2992","Travaglini_Krasnow_2020","GSM3891625",0
"2993","Vieira_Teichmann_2019","GSM3891625",0
"2994","E-MTAB-11278","GSM3891632",0
"2995","EGAS00001004481","GSM3891632",0
"2996","ERP114453","GSM3891632",0
"2997","Fib_Atlas","GSM3891632",0
"2998","GSE121080","GSM3891632",0
"2999","GSE122960","GSM3891632",0
"3000","GSE126030","GSM3891632",0
"3001","GSE132771","GSM3891632",129
"3002","GSE132914","GSM3891632",0
"3003","GSE134355","GSM3891632",0
"3004","GSE135893","GSM3891632",0
"3005","GSE136831","GSM3891632",0
"3006","GSE137026","GSM3891632",0
"3007","GSE139534","GSM3891632",0
"3008","GSE139555","GSM3891632",0
"3009","GSE139819","GSM3891632",0
"3010","GSE150247","GSM3891632",0
"3011","GSE157376","GSM3891632",0
"3012","GSE158942","GSM3891632",0
"3013","GSE160664","GSM3891632",0
"3014","GSE161382","GSM3891632",0
"3015","GSE167295","GSM3891632",0
"3016","GSE168191","GSM3891632",0
"3017","GSE169471","GSM3891632",0
"3018","GSE171524","GSM3891632",0
"3019","GSE173896","GSM3891632",0
"3020","GSE181388","GSM3891632",0
"3021","GSE196303","GSM3891632",0
"3022","GSE196341","GSM3891632",0
"3023","GSE227136","GSM3891632",0
"3024","HCL","GSM3891632",0
"3025","HTAN_MSK","GSM3891632",0
"3026","munich_cohort_human","GSM3891632",0
"3027","P115_Syn21041850_Lung_scRNASEQ","GSM3891632",0
"3028","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM3891632",0
"3029","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM3891632",0
"3030","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM3891632",0
"3031","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM3891632",0
"3032","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM3891632",0
"3033","Travaglini_Krasnow_2020","GSM3891632",0
"3034","Vieira_Teichmann_2019","GSM3891632",0
"3035","E-MTAB-11278","GSM3891633",0
"3036","EGAS00001004481","GSM3891633",0
"3037","ERP114453","GSM3891633",0
"3038","Fib_Atlas","GSM3891633",0
"3039","GSE121080","GSM3891633",0
"3040","GSE122960","GSM3891633",0
"3041","GSE126030","GSM3891633",0
"3042","GSE132771","GSM3891633",122
"3043","GSE132914","GSM3891633",0
"3044","GSE134355","GSM3891633",0
"3045","GSE135893","GSM3891633",0
"3046","GSE136831","GSM3891633",0
"3047","GSE137026","GSM3891633",0
"3048","GSE139534","GSM3891633",0
"3049","GSE139555","GSM3891633",0
"3050","GSE139819","GSM3891633",0
"3051","GSE150247","GSM3891633",0
"3052","GSE157376","GSM3891633",0
"3053","GSE158942","GSM3891633",0
"3054","GSE160664","GSM3891633",0
"3055","GSE161382","GSM3891633",0
"3056","GSE167295","GSM3891633",0
"3057","GSE168191","GSM3891633",0
"3058","GSE169471","GSM3891633",0
"3059","GSE171524","GSM3891633",0
"3060","GSE173896","GSM3891633",0
"3061","GSE181388","GSM3891633",0
"3062","GSE196303","GSM3891633",0
"3063","GSE196341","GSM3891633",0
"3064","GSE227136","GSM3891633",0
"3065","HCL","GSM3891633",0
"3066","HTAN_MSK","GSM3891633",0
"3067","munich_cohort_human","GSM3891633",0
"3068","P115_Syn21041850_Lung_scRNASEQ","GSM3891633",0
"3069","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM3891633",0
"3070","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM3891633",0
"3071","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM3891633",0
"3072","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM3891633",0
"3073","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM3891633",0
"3074","Travaglini_Krasnow_2020","GSM3891633",0
"3075","Vieira_Teichmann_2019","GSM3891633",0
"3076","E-MTAB-11278","GSM3891634",0
"3077","EGAS00001004481","GSM3891634",0
"3078","ERP114453","GSM3891634",0
"3079","Fib_Atlas","GSM3891634",0
"3080","GSE121080","GSM3891634",0
"3081","GSE122960","GSM3891634",0
"3082","GSE126030","GSM3891634",0
"3083","GSE132771","GSM3891634",41
"3084","GSE132914","GSM3891634",0
"3085","GSE134355","GSM3891634",0
"3086","GSE135893","GSM3891634",0
"3087","GSE136831","GSM3891634",0
"3088","GSE137026","GSM3891634",0
"3089","GSE139534","GSM3891634",0
"3090","GSE139555","GSM3891634",0
"3091","GSE139819","GSM3891634",0
"3092","GSE150247","GSM3891634",0
"3093","GSE157376","GSM3891634",0
"3094","GSE158942","GSM3891634",0
"3095","GSE160664","GSM3891634",0
"3096","GSE161382","GSM3891634",0
"3097","GSE167295","GSM3891634",0
"3098","GSE168191","GSM3891634",0
"3099","GSE169471","GSM3891634",0
"3100","GSE171524","GSM3891634",0
"3101","GSE173896","GSM3891634",0
"3102","GSE181388","GSM3891634",0
"3103","GSE196303","GSM3891634",0
"3104","GSE196341","GSM3891634",0
"3105","GSE227136","GSM3891634",0
"3106","HCL","GSM3891634",0
"3107","HTAN_MSK","GSM3891634",0
"3108","munich_cohort_human","GSM3891634",0
"3109","P115_Syn21041850_Lung_scRNASEQ","GSM3891634",0
"3110","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM3891634",0
"3111","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM3891634",0
"3112","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM3891634",0
"3113","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM3891634",0
"3114","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM3891634",0
"3115","Travaglini_Krasnow_2020","GSM3891634",0
"3116","Vieira_Teichmann_2019","GSM3891634",0
"3117","E-MTAB-11278","GSM3891635",0
"3118","EGAS00001004481","GSM3891635",0
"3119","ERP114453","GSM3891635",0
"3120","Fib_Atlas","GSM3891635",0
"3121","GSE121080","GSM3891635",0
"3122","GSE122960","GSM3891635",0
"3123","GSE126030","GSM3891635",0
"3124","GSE132771","GSM3891635",72
"3125","GSE132914","GSM3891635",0
"3126","GSE134355","GSM3891635",0
"3127","GSE135893","GSM3891635",0
"3128","GSE136831","GSM3891635",0
"3129","GSE137026","GSM3891635",0
"3130","GSE139534","GSM3891635",0
"3131","GSE139555","GSM3891635",0
"3132","GSE139819","GSM3891635",0
"3133","GSE150247","GSM3891635",0
"3134","GSE157376","GSM3891635",0
"3135","GSE158942","GSM3891635",0
"3136","GSE160664","GSM3891635",0
"3137","GSE161382","GSM3891635",0
"3138","GSE167295","GSM3891635",0
"3139","GSE168191","GSM3891635",0
"3140","GSE169471","GSM3891635",0
"3141","GSE171524","GSM3891635",0
"3142","GSE173896","GSM3891635",0
"3143","GSE181388","GSM3891635",0
"3144","GSE196303","GSM3891635",0
"3145","GSE196341","GSM3891635",0
"3146","GSE227136","GSM3891635",0
"3147","HCL","GSM3891635",0
"3148","HTAN_MSK","GSM3891635",0
"3149","munich_cohort_human","GSM3891635",0
"3150","P115_Syn21041850_Lung_scRNASEQ","GSM3891635",0
"3151","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM3891635",0
"3152","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM3891635",0
"3153","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM3891635",0
"3154","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM3891635",0
"3155","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM3891635",0
"3156","Travaglini_Krasnow_2020","GSM3891635",0
"3157","Vieira_Teichmann_2019","GSM3891635",0
"3158","E-MTAB-11278","GSM3896324",0
"3159","EGAS00001004481","GSM3896324",0
"3160","ERP114453","GSM3896324",0
"3161","Fib_Atlas","GSM3896324",0
"3162","GSE121080","GSM3896324",0
"3163","GSE122960","GSM3896324",0
"3164","GSE126030","GSM3896324",0
"3165","GSE132771","GSM3896324",0
"3166","GSE132914","GSM3896324",33
"3167","GSE134355","GSM3896324",0
"3168","GSE135893","GSM3896324",0
"3169","GSE136831","GSM3896324",0
"3170","GSE137026","GSM3896324",0
"3171","GSE139534","GSM3896324",0
"3172","GSE139555","GSM3896324",0
"3173","GSE139819","GSM3896324",0
"3174","GSE150247","GSM3896324",0
"3175","GSE157376","GSM3896324",0
"3176","GSE158942","GSM3896324",0
"3177","GSE160664","GSM3896324",0
"3178","GSE161382","GSM3896324",0
"3179","GSE167295","GSM3896324",0
"3180","GSE168191","GSM3896324",0
"3181","GSE169471","GSM3896324",0
"3182","GSE171524","GSM3896324",0
"3183","GSE173896","GSM3896324",0
"3184","GSE181388","GSM3896324",0
"3185","GSE196303","GSM3896324",0
"3186","GSE196341","GSM3896324",0
"3187","GSE227136","GSM3896324",0
"3188","HCL","GSM3896324",0
"3189","HTAN_MSK","GSM3896324",0
"3190","munich_cohort_human","GSM3896324",0
"3191","P115_Syn21041850_Lung_scRNASEQ","GSM3896324",0
"3192","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM3896324",0
"3193","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM3896324",0
"3194","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM3896324",0
"3195","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM3896324",0
"3196","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM3896324",0
"3197","Travaglini_Krasnow_2020","GSM3896324",0
"3198","Vieira_Teichmann_2019","GSM3896324",0
"3199","E-MTAB-11278","GSM3896325",0
"3200","EGAS00001004481","GSM3896325",0
"3201","ERP114453","GSM3896325",0
"3202","Fib_Atlas","GSM3896325",0
"3203","GSE121080","GSM3896325",0
"3204","GSE122960","GSM3896325",0
"3205","GSE126030","GSM3896325",0
"3206","GSE132771","GSM3896325",0
"3207","GSE132914","GSM3896325",49
"3208","GSE134355","GSM3896325",0
"3209","GSE135893","GSM3896325",0
"3210","GSE136831","GSM3896325",0
"3211","GSE137026","GSM3896325",0
"3212","GSE139534","GSM3896325",0
"3213","GSE139555","GSM3896325",0
"3214","GSE139819","GSM3896325",0
"3215","GSE150247","GSM3896325",0
"3216","GSE157376","GSM3896325",0
"3217","GSE158942","GSM3896325",0
"3218","GSE160664","GSM3896325",0
"3219","GSE161382","GSM3896325",0
"3220","GSE167295","GSM3896325",0
"3221","GSE168191","GSM3896325",0
"3222","GSE169471","GSM3896325",0
"3223","GSE171524","GSM3896325",0
"3224","GSE173896","GSM3896325",0
"3225","GSE181388","GSM3896325",0
"3226","GSE196303","GSM3896325",0
"3227","GSE196341","GSM3896325",0
"3228","GSE227136","GSM3896325",0
"3229","HCL","GSM3896325",0
"3230","HTAN_MSK","GSM3896325",0
"3231","munich_cohort_human","GSM3896325",0
"3232","P115_Syn21041850_Lung_scRNASEQ","GSM3896325",0
"3233","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM3896325",0
"3234","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM3896325",0
"3235","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM3896325",0
"3236","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM3896325",0
"3237","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM3896325",0
"3238","Travaglini_Krasnow_2020","GSM3896325",0
"3239","Vieira_Teichmann_2019","GSM3896325",0
"3240","E-MTAB-11278","GSM3896326",0
"3241","EGAS00001004481","GSM3896326",0
"3242","ERP114453","GSM3896326",0
"3243","Fib_Atlas","GSM3896326",0
"3244","GSE121080","GSM3896326",0
"3245","GSE122960","GSM3896326",0
"3246","GSE126030","GSM3896326",0
"3247","GSE132771","GSM3896326",0
"3248","GSE132914","GSM3896326",13
"3249","GSE134355","GSM3896326",0
"3250","GSE135893","GSM3896326",0
"3251","GSE136831","GSM3896326",0
"3252","GSE137026","GSM3896326",0
"3253","GSE139534","GSM3896326",0
"3254","GSE139555","GSM3896326",0
"3255","GSE139819","GSM3896326",0
"3256","GSE150247","GSM3896326",0
"3257","GSE157376","GSM3896326",0
"3258","GSE158942","GSM3896326",0
"3259","GSE160664","GSM3896326",0
"3260","GSE161382","GSM3896326",0
"3261","GSE167295","GSM3896326",0
"3262","GSE168191","GSM3896326",0
"3263","GSE169471","GSM3896326",0
"3264","GSE171524","GSM3896326",0
"3265","GSE173896","GSM3896326",0
"3266","GSE181388","GSM3896326",0
"3267","GSE196303","GSM3896326",0
"3268","GSE196341","GSM3896326",0
"3269","GSE227136","GSM3896326",0
"3270","HCL","GSM3896326",0
"3271","HTAN_MSK","GSM3896326",0
"3272","munich_cohort_human","GSM3896326",0
"3273","P115_Syn21041850_Lung_scRNASEQ","GSM3896326",0
"3274","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM3896326",0
"3275","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM3896326",0
"3276","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM3896326",0
"3277","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM3896326",0
"3278","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM3896326",0
"3279","Travaglini_Krasnow_2020","GSM3896326",0
"3280","Vieira_Teichmann_2019","GSM3896326",0
"3281","E-MTAB-11278","GSM4008628",0
"3282","EGAS00001004481","GSM4008628",0
"3283","ERP114453","GSM4008628",0
"3284","Fib_Atlas","GSM4008628",0
"3285","GSE121080","GSM4008628",0
"3286","GSE122960","GSM4008628",0
"3287","GSE126030","GSM4008628",0
"3288","GSE132771","GSM4008628",0
"3289","GSE132914","GSM4008628",0
"3290","GSE134355","GSM4008628",18
"3291","GSE135893","GSM4008628",0
"3292","GSE136831","GSM4008628",0
"3293","GSE137026","GSM4008628",0
"3294","GSE139534","GSM4008628",0
"3295","GSE139555","GSM4008628",0
"3296","GSE139819","GSM4008628",0
"3297","GSE150247","GSM4008628",0
"3298","GSE157376","GSM4008628",0
"3299","GSE158942","GSM4008628",0
"3300","GSE160664","GSM4008628",0
"3301","GSE161382","GSM4008628",0
"3302","GSE167295","GSM4008628",0
"3303","GSE168191","GSM4008628",0
"3304","GSE169471","GSM4008628",0
"3305","GSE171524","GSM4008628",0
"3306","GSE173896","GSM4008628",0
"3307","GSE181388","GSM4008628",0
"3308","GSE196303","GSM4008628",0
"3309","GSE196341","GSM4008628",0
"3310","GSE227136","GSM4008628",0
"3311","HCL","GSM4008628",0
"3312","HTAN_MSK","GSM4008628",0
"3313","munich_cohort_human","GSM4008628",0
"3314","P115_Syn21041850_Lung_scRNASEQ","GSM4008628",0
"3315","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM4008628",0
"3316","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM4008628",0
"3317","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM4008628",0
"3318","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM4008628",0
"3319","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM4008628",0
"3320","Travaglini_Krasnow_2020","GSM4008628",0
"3321","Vieira_Teichmann_2019","GSM4008628",0
"3322","E-MTAB-11278","GSM4008629",0
"3323","EGAS00001004481","GSM4008629",0
"3324","ERP114453","GSM4008629",0
"3325","Fib_Atlas","GSM4008629",0
"3326","GSE121080","GSM4008629",0
"3327","GSE122960","GSM4008629",0
"3328","GSE126030","GSM4008629",0
"3329","GSE132771","GSM4008629",0
"3330","GSE132914","GSM4008629",0
"3331","GSE134355","GSM4008629",1
"3332","GSE135893","GSM4008629",0
"3333","GSE136831","GSM4008629",0
"3334","GSE137026","GSM4008629",0
"3335","GSE139534","GSM4008629",0
"3336","GSE139555","GSM4008629",0
"3337","GSE139819","GSM4008629",0
"3338","GSE150247","GSM4008629",0
"3339","GSE157376","GSM4008629",0
"3340","GSE158942","GSM4008629",0
"3341","GSE160664","GSM4008629",0
"3342","GSE161382","GSM4008629",0
"3343","GSE167295","GSM4008629",0
"3344","GSE168191","GSM4008629",0
"3345","GSE169471","GSM4008629",0
"3346","GSE171524","GSM4008629",0
"3347","GSE173896","GSM4008629",0
"3348","GSE181388","GSM4008629",0
"3349","GSE196303","GSM4008629",0
"3350","GSE196341","GSM4008629",0
"3351","GSE227136","GSM4008629",0
"3352","HCL","GSM4008629",0
"3353","HTAN_MSK","GSM4008629",0
"3354","munich_cohort_human","GSM4008629",0
"3355","P115_Syn21041850_Lung_scRNASEQ","GSM4008629",0
"3356","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM4008629",0
"3357","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM4008629",0
"3358","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM4008629",0
"3359","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM4008629",0
"3360","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM4008629",0
"3361","Travaglini_Krasnow_2020","GSM4008629",0
"3362","Vieira_Teichmann_2019","GSM4008629",0
"3363","E-MTAB-11278","GSM4008630",0
"3364","EGAS00001004481","GSM4008630",0
"3365","ERP114453","GSM4008630",0
"3366","Fib_Atlas","GSM4008630",0
"3367","GSE121080","GSM4008630",0
"3368","GSE122960","GSM4008630",0
"3369","GSE126030","GSM4008630",0
"3370","GSE132771","GSM4008630",0
"3371","GSE132914","GSM4008630",0
"3372","GSE134355","GSM4008630",3
"3373","GSE135893","GSM4008630",0
"3374","GSE136831","GSM4008630",0
"3375","GSE137026","GSM4008630",0
"3376","GSE139534","GSM4008630",0
"3377","GSE139555","GSM4008630",0
"3378","GSE139819","GSM4008630",0
"3379","GSE150247","GSM4008630",0
"3380","GSE157376","GSM4008630",0
"3381","GSE158942","GSM4008630",0
"3382","GSE160664","GSM4008630",0
"3383","GSE161382","GSM4008630",0
"3384","GSE167295","GSM4008630",0
"3385","GSE168191","GSM4008630",0
"3386","GSE169471","GSM4008630",0
"3387","GSE171524","GSM4008630",0
"3388","GSE173896","GSM4008630",0
"3389","GSE181388","GSM4008630",0
"3390","GSE196303","GSM4008630",0
"3391","GSE196341","GSM4008630",0
"3392","GSE227136","GSM4008630",0
"3393","HCL","GSM4008630",0
"3394","HTAN_MSK","GSM4008630",0
"3395","munich_cohort_human","GSM4008630",0
"3396","P115_Syn21041850_Lung_scRNASEQ","GSM4008630",0
"3397","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM4008630",0
"3398","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM4008630",0
"3399","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM4008630",0
"3400","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM4008630",0
"3401","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM4008630",0
"3402","Travaglini_Krasnow_2020","GSM4008630",0
"3403","Vieira_Teichmann_2019","GSM4008630",0
"3404","E-MTAB-11278","GSM4008631",0
"3405","EGAS00001004481","GSM4008631",0
"3406","ERP114453","GSM4008631",0
"3407","Fib_Atlas","GSM4008631",0
"3408","GSE121080","GSM4008631",0
"3409","GSE122960","GSM4008631",0
"3410","GSE126030","GSM4008631",0
"3411","GSE132771","GSM4008631",0
"3412","GSE132914","GSM4008631",0
"3413","GSE134355","GSM4008631",1
"3414","GSE135893","GSM4008631",0
"3415","GSE136831","GSM4008631",0
"3416","GSE137026","GSM4008631",0
"3417","GSE139534","GSM4008631",0
"3418","GSE139555","GSM4008631",0
"3419","GSE139819","GSM4008631",0
"3420","GSE150247","GSM4008631",0
"3421","GSE157376","GSM4008631",0
"3422","GSE158942","GSM4008631",0
"3423","GSE160664","GSM4008631",0
"3424","GSE161382","GSM4008631",0
"3425","GSE167295","GSM4008631",0
"3426","GSE168191","GSM4008631",0
"3427","GSE169471","GSM4008631",0
"3428","GSE171524","GSM4008631",0
"3429","GSE173896","GSM4008631",0
"3430","GSE181388","GSM4008631",0
"3431","GSE196303","GSM4008631",0
"3432","GSE196341","GSM4008631",0
"3433","GSE227136","GSM4008631",0
"3434","HCL","GSM4008631",0
"3435","HTAN_MSK","GSM4008631",0
"3436","munich_cohort_human","GSM4008631",0
"3437","P115_Syn21041850_Lung_scRNASEQ","GSM4008631",0
"3438","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM4008631",0
"3439","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM4008631",0
"3440","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM4008631",0
"3441","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM4008631",0
"3442","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM4008631",0
"3443","Travaglini_Krasnow_2020","GSM4008631",0
"3444","Vieira_Teichmann_2019","GSM4008631",0
"3445","E-MTAB-11278","GSM4008632",0
"3446","EGAS00001004481","GSM4008632",0
"3447","ERP114453","GSM4008632",0
"3448","Fib_Atlas","GSM4008632",0
"3449","GSE121080","GSM4008632",0
"3450","GSE122960","GSM4008632",0
"3451","GSE126030","GSM4008632",0
"3452","GSE132771","GSM4008632",0
"3453","GSE132914","GSM4008632",0
"3454","GSE134355","GSM4008632",3
"3455","GSE135893","GSM4008632",0
"3456","GSE136831","GSM4008632",0
"3457","GSE137026","GSM4008632",0
"3458","GSE139534","GSM4008632",0
"3459","GSE139555","GSM4008632",0
"3460","GSE139819","GSM4008632",0
"3461","GSE150247","GSM4008632",0
"3462","GSE157376","GSM4008632",0
"3463","GSE158942","GSM4008632",0
"3464","GSE160664","GSM4008632",0
"3465","GSE161382","GSM4008632",0
"3466","GSE167295","GSM4008632",0
"3467","GSE168191","GSM4008632",0
"3468","GSE169471","GSM4008632",0
"3469","GSE171524","GSM4008632",0
"3470","GSE173896","GSM4008632",0
"3471","GSE181388","GSM4008632",0
"3472","GSE196303","GSM4008632",0
"3473","GSE196341","GSM4008632",0
"3474","GSE227136","GSM4008632",0
"3475","HCL","GSM4008632",0
"3476","HTAN_MSK","GSM4008632",0
"3477","munich_cohort_human","GSM4008632",0
"3478","P115_Syn21041850_Lung_scRNASEQ","GSM4008632",0
"3479","P86_COVID19CELLATLAS_Lung_Parenchyma_scRNASEQ","GSM4008632",0
"3480","P87_COVID19CELLATLAS_Lung_Bronchi_scRNASEQ","GSM4008632",0
"3481","P88_COVID19CELLATLAS_Lung_Nasal_scRNASEQ","GSM4008632",0
"3482","P90_COVID19CELLATLAS_Lung_scRNASEQ","GSM4008632",0
"3483","P91_COVID19CELLATLAS_Lung_scRNASEQ","GSM4008632",0
"3484","Travaglini_Krasnow_2020","GSM4008632",0
"3485","Vieira_Teichmann_2019","GSM4008632",0
"3486","E-MTAB-11278","GSM4008633",0
"3487","EGAS00001004481","GSM4008633",0
"3488","ERP114453","GSM4008633",0
"3489","Fib_Atlas","GSM4008633",0
"3490","GSE121080","GSM4008633",0
"3491","GSE122960","GSM4008633",0
"3492","GSE126030","GSM4008633",0
"3493","GSE132771","GSM4008633",0
"3494","GSE132914","GSM4008633",0
"3495","GSE134355","GSM4008633",3
"3496","GSE135893","GSM4008633",0
"3497","GSE136831","GSM4008633",0
"3498","GSE137026","GSM4008633",0
"3499","GSE139534","GSM4008633",0
"3500","GSE139555","GSM4008633",0
"3501","GSE139819","GSM4008633",0
"3502","GSE150247","GSM4008633",0
"3503","GSE157376","GSM4008633",0
"3504","GSE158942","GSM4008633",0
"3505","GSE160664","GSM4008633",0
"3506","GSE161382","GSM4008633",0
"3507","GSE167295","GSM4008633",0
"3508","GSE168191","GSM4008633",0
