"","celltype","accession","counts"
"3724","Stromal","GSM7103327",0
"3725","Airway Epithelial","GSM7103334",0
"3726","AT1","GSM7103334",1
"3727","AT2","GSM7103334",0
"3728","Basal","GSM7103334",0
"3729","Ciliated","GSM7103334",0
"3730","DC","GSM7103334",2
"3731","Endothelial","GSM7103334",0
"3732","Fibroblast","GSM7103334",1
"3733","Macrophages","GSM7103334",0
"3734","Monocytes","GSM7103334",6
"3735","NK+T","GSM7103334",11
"3736","Plasma+B","GSM7103334",2
"3737","Secretory","GSM7103334",3
"3738","Stromal","GSM7103334",1
"3739","Airway Epithelial","JVV9L8ng_LUNG",0
"3740","AT1","JVV9L8ng_LUNG",7
"3741","AT2","JVV9L8ng_LUNG",6
"3742","Basal","JVV9L8ng_LUNG",0
"3743","Ciliated","JVV9L8ng_LUNG",0
"3744","DC","JVV9L8ng_LUNG",1
"3745","Endothelial","JVV9L8ng_LUNG",4
"3746","Fibroblast","JVV9L8ng_LUNG",0
"3747","Macrophages","JVV9L8ng_LUNG",1
"3748","Monocytes","JVV9L8ng_LUNG",0
"3749","NK+T","JVV9L8ng_LUNG",0
"3750","Plasma+B","JVV9L8ng_LUNG",0
"3751","Secretory","JVV9L8ng_LUNG",0
"3752","Stromal","JVV9L8ng_LUNG",0
"3753","Airway Epithelial","KJYDM1ng_LUNG",5
"3754","AT1","KJYDM1ng_LUNG",5
"3755","AT2","KJYDM1ng_LUNG",0
"3756","Basal","KJYDM1ng_LUNG",0
"3757","Ciliated","KJYDM1ng_LUNG",0
"3758","DC","KJYDM1ng_LUNG",1
"3759","Endothelial","KJYDM1ng_LUNG",0
"3760","Fibroblast","KJYDM1ng_LUNG",0
"3761","Macrophages","KJYDM1ng_LUNG",0
"3762","Monocytes","KJYDM1ng_LUNG",0
"3763","NK+T","KJYDM1ng_LUNG",0
"3764","Plasma+B","KJYDM1ng_LUNG",0
"3765","Secretory","KJYDM1ng_LUNG",0
"3766","Stromal","KJYDM1ng_LUNG",0
"3767","Airway Epithelial","LungTranscriptome7119452_LUNG",0
"3768","AT1","LungTranscriptome7119452_LUNG",0
"3769","AT2","LungTranscriptome7119452_LUNG",0
"3770","Basal","LungTranscriptome7119452_LUNG",0
"3771","Ciliated","LungTranscriptome7119452_LUNG",0
"3772","DC","LungTranscriptome7119452_LUNG",0
"3773","Endothelial","LungTranscriptome7119452_LUNG",0
"3774","Fibroblast","LungTranscriptome7119452_LUNG",0
"3775","Macrophages","LungTranscriptome7119452_LUNG",0
"3776","Monocytes","LungTranscriptome7119452_LUNG",2
"3777","NK+T","LungTranscriptome7119452_LUNG",0
"3778","Plasma+B","LungTranscriptome7119452_LUNG",0
"3779","Secretory","LungTranscriptome7119452_LUNG",0
"3780","Stromal","LungTranscriptome7119452_LUNG",0
"3781","Airway Epithelial","LungTranscriptome7119453_LUNG",0
"3782","AT1","LungTranscriptome7119453_LUNG",0
"3783","AT2","LungTranscriptome7119453_LUNG",0
"3784","Basal","LungTranscriptome7119453_LUNG",0
"3785","Ciliated","LungTranscriptome7119453_LUNG",0
"3786","DC","LungTranscriptome7119453_LUNG",2
"3787","Endothelial","LungTranscriptome7119453_LUNG",0
"3788","Fibroblast","LungTranscriptome7119453_LUNG",0
"3789","Macrophages","LungTranscriptome7119453_LUNG",0
"3790","Monocytes","LungTranscriptome7119453_LUNG",2
"3791","NK+T","LungTranscriptome7119453_LUNG",0
"3792","Plasma+B","LungTranscriptome7119453_LUNG",0
"3793","Secretory","LungTranscriptome7119453_LUNG",0
"3794","Stromal","LungTranscriptome7119453_LUNG",0
"3795","Airway Epithelial","LungTranscriptome7135919_LUNG",0
"3796","AT1","LungTranscriptome7135919_LUNG",0
"3797","AT2","LungTranscriptome7135919_LUNG",0
"3798","Basal","LungTranscriptome7135919_LUNG",0
"3799","Ciliated","LungTranscriptome7135919_LUNG",0
"3800","DC","LungTranscriptome7135919_LUNG",5
"3801","Endothelial","LungTranscriptome7135919_LUNG",0
"3802","Fibroblast","LungTranscriptome7135919_LUNG",0
"3803","Macrophages","LungTranscriptome7135919_LUNG",1
"3804","Monocytes","LungTranscriptome7135919_LUNG",7
"3805","NK+T","LungTranscriptome7135919_LUNG",0
"3806","Plasma+B","LungTranscriptome7135919_LUNG",0
"3807","Secretory","LungTranscriptome7135919_LUNG",0
"3808","Stromal","LungTranscriptome7135919_LUNG",0
"3809","Airway Epithelial","LungTranscriptome7135920_LUNG",0
"3810","AT1","LungTranscriptome7135920_LUNG",0
"3811","AT2","LungTranscriptome7135920_LUNG",1
"3812","Basal","LungTranscriptome7135920_LUNG",0
"3813","Ciliated","LungTranscriptome7135920_LUNG",1
"3814","DC","LungTranscriptome7135920_LUNG",2
"3815","Endothelial","LungTranscriptome7135920_LUNG",0
"3816","Fibroblast","LungTranscriptome7135920_LUNG",0
"3817","Macrophages","LungTranscriptome7135920_LUNG",0
"3818","Monocytes","LungTranscriptome7135920_LUNG",1
"3819","NK+T","LungTranscriptome7135920_LUNG",0
"3820","Plasma+B","LungTranscriptome7135920_LUNG",0
"3821","Secretory","LungTranscriptome7135920_LUNG",0
"3822","Stromal","LungTranscriptome7135920_LUNG",0
"3823","Airway Epithelial","LungTranscriptome7185212_LUNG",0
"3824","AT1","LungTranscriptome7185212_LUNG",0
"3825","AT2","LungTranscriptome7185212_LUNG",4
"3826","Basal","LungTranscriptome7185212_LUNG",0
"3827","Ciliated","LungTranscriptome7185212_LUNG",0
"3828","DC","LungTranscriptome7185212_LUNG",0
"3829","Endothelial","LungTranscriptome7185212_LUNG",1
"3830","Fibroblast","LungTranscriptome7185212_LUNG",1
"3831","Macrophages","LungTranscriptome7185212_LUNG",6
"3832","Monocytes","LungTranscriptome7185212_LUNG",1
"3833","NK+T","LungTranscriptome7185212_LUNG",0
"3834","Plasma+B","LungTranscriptome7185212_LUNG",1
"3835","Secretory","LungTranscriptome7185212_LUNG",0
"3836","Stromal","LungTranscriptome7185212_LUNG",0
"3837","Airway Epithelial","LungTranscriptome7185213_LUNG",0
"3838","AT1","LungTranscriptome7185213_LUNG",0
"3839","AT2","LungTranscriptome7185213_LUNG",2
"3840","Basal","LungTranscriptome7185213_LUNG",0
"3841","Ciliated","LungTranscriptome7185213_LUNG",0
"3842","DC","LungTranscriptome7185213_LUNG",1
"3843","Endothelial","LungTranscriptome7185213_LUNG",0
"3844","Fibroblast","LungTranscriptome7185213_LUNG",0
"3845","Macrophages","LungTranscriptome7185213_LUNG",0
"3846","Monocytes","LungTranscriptome7185213_LUNG",0
"3847","NK+T","LungTranscriptome7185213_LUNG",0
"3848","Plasma+B","LungTranscriptome7185213_LUNG",0
"3849","Secretory","LungTranscriptome7185213_LUNG",0
"3850","Stromal","LungTranscriptome7185213_LUNG",0
"3851","Airway Epithelial","LungTranscriptome7239213_LUNG",0
"3852","AT1","LungTranscriptome7239213_LUNG",0
"3853","AT2","LungTranscriptome7239213_LUNG",0
"3854","Basal","LungTranscriptome7239213_LUNG",0
"3855","Ciliated","LungTranscriptome7239213_LUNG",0
"3856","DC","LungTranscriptome7239213_LUNG",3
"3857","Endothelial","LungTranscriptome7239213_LUNG",0
"3858","Fibroblast","LungTranscriptome7239213_LUNG",0
"3859","Macrophages","LungTranscriptome7239213_LUNG",0
"3860","Monocytes","LungTranscriptome7239213_LUNG",0
"3861","NK+T","LungTranscriptome7239213_LUNG",1
"3862","Plasma+B","LungTranscriptome7239213_LUNG",0
"3863","Secretory","LungTranscriptome7239213_LUNG",0
"3864","Stromal","LungTranscriptome7239213_LUNG",0
"3865","Airway Epithelial","LungTranscriptome7239217_LUNG",0
"3866","AT1","LungTranscriptome7239217_LUNG",0
"3867","AT2","LungTranscriptome7239217_LUNG",3
"3868","Basal","LungTranscriptome7239217_LUNG",0
"3869","Ciliated","LungTranscriptome7239217_LUNG",0
"3870","DC","LungTranscriptome7239217_LUNG",4
"3871","Endothelial","LungTranscriptome7239217_LUNG",0
"3872","Fibroblast","LungTranscriptome7239217_LUNG",1
"3873","Macrophages","LungTranscriptome7239217_LUNG",3
"3874","Monocytes","LungTranscriptome7239217_LUNG",0
"3875","NK+T","LungTranscriptome7239217_LUNG",0
"3876","Plasma+B","LungTranscriptome7239217_LUNG",0
"3877","Secretory","LungTranscriptome7239217_LUNG",0
"3878","Stromal","LungTranscriptome7239217_LUNG",0
"3879","Airway Epithelial","LungTranscriptome7239218_LUNG",0
"3880","AT1","LungTranscriptome7239218_LUNG",0
"3881","AT2","LungTranscriptome7239218_LUNG",1
"3882","Basal","LungTranscriptome7239218_LUNG",0
"3883","Ciliated","LungTranscriptome7239218_LUNG",0
"3884","DC","LungTranscriptome7239218_LUNG",2
"3885","Endothelial","LungTranscriptome7239218_LUNG",0
"3886","Fibroblast","LungTranscriptome7239218_LUNG",0
"3887","Macrophages","LungTranscriptome7239218_LUNG",3
"3888","Monocytes","LungTranscriptome7239218_LUNG",2
"3889","NK+T","LungTranscriptome7239218_LUNG",0
"3890","Plasma+B","LungTranscriptome7239218_LUNG",1
"3891","Secretory","LungTranscriptome7239218_LUNG",0
"3892","Stromal","LungTranscriptome7239218_LUNG",0
"3893","Airway Epithelial","LungTranscriptome7239219_LUNG",0
"3894","AT1","LungTranscriptome7239219_LUNG",0
"3895","AT2","LungTranscriptome7239219_LUNG",1
"3896","Basal","LungTranscriptome7239219_LUNG",0
"3897","Ciliated","LungTranscriptome7239219_LUNG",0
"3898","DC","LungTranscriptome7239219_LUNG",1
"3899","Endothelial","LungTranscriptome7239219_LUNG",0
"3900","Fibroblast","LungTranscriptome7239219_LUNG",0
"3901","Macrophages","LungTranscriptome7239219_LUNG",0
"3902","Monocytes","LungTranscriptome7239219_LUNG",1
"3903","NK+T","LungTranscriptome7239219_LUNG",0
"3904","Plasma+B","LungTranscriptome7239219_LUNG",0
"3905","Secretory","LungTranscriptome7239219_LUNG",0
"3906","Stromal","LungTranscriptome7239219_LUNG",1
"3907","Airway Epithelial","LungTranscriptome7239220_LUNG",0
"3908","AT1","LungTranscriptome7239220_LUNG",0
"3909","AT2","LungTranscriptome7239220_LUNG",3
"3910","Basal","LungTranscriptome7239220_LUNG",0
"3911","Ciliated","LungTranscriptome7239220_LUNG",0
"3912","DC","LungTranscriptome7239220_LUNG",2
"3913","Endothelial","LungTranscriptome7239220_LUNG",0
"3914","Fibroblast","LungTranscriptome7239220_LUNG",0
"3915","Macrophages","LungTranscriptome7239220_LUNG",2
"3916","Monocytes","LungTranscriptome7239220_LUNG",1
"3917","NK+T","LungTranscriptome7239220_LUNG",0
"3918","Plasma+B","LungTranscriptome7239220_LUNG",1
"3919","Secretory","LungTranscriptome7239220_LUNG",0
"3920","Stromal","LungTranscriptome7239220_LUNG",0
"3921","Airway Epithelial","medial_2_LUNG",0
"3922","AT1","medial_2_LUNG",0
"3923","AT2","medial_2_LUNG",1
"3924","Basal","medial_2_LUNG",0
"3925","Ciliated","medial_2_LUNG",0
"3926","DC","medial_2_LUNG",0
"3927","Endothelial","medial_2_LUNG",0
"3928","Fibroblast","medial_2_LUNG",0
"3929","Macrophages","medial_2_LUNG",0
"3930","Monocytes","medial_2_LUNG",0
"3931","NK+T","medial_2_LUNG",0
"3932","Plasma+B","medial_2_LUNG",0
"3933","Secretory","medial_2_LUNG",0
"3934","Stromal","medial_2_LUNG",0
"3935","Airway Epithelial","medial_3_LUNG",0
"3936","AT1","medial_3_LUNG",0
"3937","AT2","medial_3_LUNG",0
"3938","Basal","medial_3_LUNG",0
"3939","Ciliated","medial_3_LUNG",0
"3940","DC","medial_3_LUNG",0
"3941","Endothelial","medial_3_LUNG",0
"3942","Fibroblast","medial_3_LUNG",0
"3943","Macrophages","medial_3_LUNG",0
"3944","Monocytes","medial_3_LUNG",0
"3945","NK+T","medial_3_LUNG",1
"3946","Plasma+B","medial_3_LUNG",0
"3947","Secretory","medial_3_LUNG",0
"3948","Stromal","medial_3_LUNG",0
"3949","Airway Epithelial","muc10380",0
"3950","AT1","muc10380",0
"3951","AT2","muc10380",0
"3952","Basal","muc10380",0
"3953","Ciliated","muc10380",1
"3954","DC","muc10380",1
"3955","Endothelial","muc10380",3
"3956","Fibroblast","muc10380",0
"3957","Macrophages","muc10380",3
"3958","Monocytes","muc10380",1
"3959","NK+T","muc10380",17
"3960","Plasma+B","muc10380",3
"3961","Secretory","muc10380",0
"3962","Stromal","muc10380",0
"3963","Airway Epithelial","muc3843",0
"3964","AT1","muc3843",0
"3965","AT2","muc3843",2
"3966","Basal","muc3843",0
"3967","Ciliated","muc3843",0
"3968","DC","muc3843",0
"3969","Endothelial","muc3843",1
"3970","Fibroblast","muc3843",0
"3971","Macrophages","muc3843",1
"3972","Monocytes","muc3843",2
"3973","NK+T","muc3843",0
"3974","Plasma+B","muc3843",0
"3975","Secretory","muc3843",2
"3976","Stromal","muc3843",0
"3977","Airway Epithelial","muc4658",0
"3978","AT1","muc4658",1
"3979","AT2","muc4658",1
"3980","Basal","muc4658",0
"3981","Ciliated","muc4658",3
"3982","DC","muc4658",0
"3983","Endothelial","muc4658",0
"3984","Fibroblast","muc4658",0
"3985","Macrophages","muc4658",6
"3986","Monocytes","muc4658",0
"3987","NK+T","muc4658",1
"3988","Plasma+B","muc4658",0
"3989","Secretory","muc4658",2
"3990","Stromal","muc4658",1
"3991","Airway Epithelial","muc4659",0
"3992","AT1","muc4659",0
"3993","AT2","muc4659",0
"3994","Basal","muc4659",0
"3995","Ciliated","muc4659",0
"3996","DC","muc4659",0
"3997","Endothelial","muc4659",0
"3998","Fibroblast","muc4659",0
"3999","Macrophages","muc4659",1
"4000","Monocytes","muc4659",0
"4001","NK+T","muc4659",0
"4002","Plasma+B","muc4659",0
"4003","Secretory","muc4659",0
"4004","Stromal","muc4659",0
"4005","Airway Epithelial","muc5103",0
"4006","AT1","muc5103",1
"4007","AT2","muc5103",1
"4008","Basal","muc5103",0
"4009","Ciliated","muc5103",1
"4010","DC","muc5103",1
"4011","Endothelial","muc5103",0
"4012","Fibroblast","muc5103",0
"4013","Macrophages","muc5103",0
"4014","Monocytes","muc5103",7
"4015","NK+T","muc5103",4
"4016","Plasma+B","muc5103",0
"4017","Secretory","muc5103",1
"4018","Stromal","muc5103",0
"4019","Airway Epithelial","muc5105",0
"4020","AT1","muc5105",0
"4021","AT2","muc5105",3
"4022","Basal","muc5105",0
"4023","Ciliated","muc5105",2
"4024","DC","muc5105",0
"4025","Endothelial","muc5105",0
"4026","Fibroblast","muc5105",0
"4027","Macrophages","muc5105",5
"4028","Monocytes","muc5105",0
"4029","NK+T","muc5105",0
"4030","Plasma+B","muc5105",0
"4031","Secretory","muc5105",0
"4032","Stromal","muc5105",0
"4033","Airway Epithelial","muc5212",0
"4034","AT1","muc5212",2
"4035","AT2","muc5212",1
"4036","Basal","muc5212",0
"4037","Ciliated","muc5212",0
"4038","DC","muc5212",0
"4039","Endothelial","muc5212",0
"4040","Fibroblast","muc5212",0
"4041","Macrophages","muc5212",0
"4042","Monocytes","muc5212",1
"4043","NK+T","muc5212",4
"4044","Plasma+B","muc5212",0
"4045","Secretory","muc5212",0
"4046","Stromal","muc5212",0
"4047","Airway Epithelial","muc5213",0
"4048","AT1","muc5213",0
"4049","AT2","muc5213",0
"4050","Basal","muc5213",0
"4051","Ciliated","muc5213",3
"4052","DC","muc5213",0
"4053","Endothelial","muc5213",1
"4054","Fibroblast","muc5213",0
"4055","Macrophages","muc5213",2
"4056","Monocytes","muc5213",3
"4057","NK+T","muc5213",2
"4058","Plasma+B","muc5213",2
"4059","Secretory","muc5213",0
"4060","Stromal","muc5213",0
"4061","Airway Epithelial","muc9832",0
"4062","AT1","muc9832",0
"4063","AT2","muc9832",1
"4064","Basal","muc9832",0
"4065","Ciliated","muc9832",1
"4066","DC","muc9832",0
"4067","Endothelial","muc9832",0
"4068","Fibroblast","muc9832",1
"4069","Macrophages","muc9832",0
"4070","Monocytes","muc9832",0
"4071","NK+T","muc9832",3
"4072","Plasma+B","muc9832",1
"4073","Secretory","muc9832",0
"4074","Stromal","muc9832",0
"4075","Airway Epithelial","muc9833",0
"4076","AT1","muc9833",1
"4077","AT2","muc9833",3
"4078","Basal","muc9833",0
"4079","Ciliated","muc9833",0
"4080","DC","muc9833",1
"4081","Endothelial","muc9833",2
"4082","Fibroblast","muc9833",0
"4083","Macrophages","muc9833",6
"4084","Monocytes","muc9833",1
"4085","NK+T","muc9833",4
"4086","Plasma+B","muc9833",0
"4087","Secretory","muc9833",0
"4088","Stromal","muc9833",0
"4089","Airway Epithelial","ODGS1Mng_LUNG",2
"4090","AT1","ODGS1Mng_LUNG",2
"4091","AT2","ODGS1Mng_LUNG",1
"4092","Basal","ODGS1Mng_LUNG",1
"4093","Ciliated","ODGS1Mng_LUNG",7
"4094","DC","ODGS1Mng_LUNG",0
"4095","Endothelial","ODGS1Mng_LUNG",1
"4096","Fibroblast","ODGS1Mng_LUNG",0
"4097","Macrophages","ODGS1Mng_LUNG",0
"4098","Monocytes","ODGS1Mng_LUNG",0
"4099","NK+T","ODGS1Mng_LUNG",0
"4100","Plasma+B","ODGS1Mng_LUNG",0
"4101","Secretory","ODGS1Mng_LUNG",7
"4102","Stromal","ODGS1Mng_LUNG",0
"4103","Airway Epithelial","P1_2_LUNG",0
"4104","AT1","P1_2_LUNG",0
"4105","AT2","P1_2_LUNG",0
"4106","Basal","P1_2_LUNG",0
"4107","Ciliated","P1_2_LUNG",2
"4108","DC","P1_2_LUNG",1
"4109","Endothelial","P1_2_LUNG",1
"4110","Fibroblast","P1_2_LUNG",0
"4111","Macrophages","P1_2_LUNG",4
"4112","Monocytes","P1_2_LUNG",0
"4113","NK+T","P1_2_LUNG",1
"4114","Plasma+B","P1_2_LUNG",0
"4115","Secretory","P1_2_LUNG",2
"4116","Stromal","P1_2_LUNG",1
"4117","Airway Epithelial","P1_3_LUNG",0
"4118","AT1","P1_3_LUNG",0
"4119","AT2","P1_3_LUNG",0
"4120","Basal","P1_3_LUNG",0
"4121","Ciliated","P1_3_LUNG",0
"4122","DC","P1_3_LUNG",3
"4123","Endothelial","P1_3_LUNG",12
"4124","Fibroblast","P1_3_LUNG",0
"4125","Macrophages","P1_3_LUNG",2
"4126","Monocytes","P1_3_LUNG",1
"4127","NK+T","P1_3_LUNG",1
"4128","Plasma+B","P1_3_LUNG",0
"4129","Secretory","P1_3_LUNG",0
"4130","Stromal","P1_3_LUNG",0
"4131","Airway Epithelial","P1_4_LUNG",0
"4132","AT1","P1_4_LUNG",0
"4133","AT2","P1_4_LUNG",0
"4134","Basal","P1_4_LUNG",0
"4135","Ciliated","P1_4_LUNG",0
"4136","DC","P1_4_LUNG",1
"4137","Endothelial","P1_4_LUNG",0
"4138","Fibroblast","P1_4_LUNG",0
"4139","Macrophages","P1_4_LUNG",6
"4140","Monocytes","P1_4_LUNG",0
"4141","NK+T","P1_4_LUNG",4
"4142","Plasma+B","P1_4_LUNG",1
"4143","Secretory","P1_4_LUNG",0
"4144","Stromal","P1_4_LUNG",2
"4145","Airway Epithelial","P2_1_LUNG",0
"4146","AT1","P2_1_LUNG",0
"4147","AT2","P2_1_LUNG",3
"4148","Basal","P2_1_LUNG",0
"4149","Ciliated","P2_1_LUNG",1
"4150","DC","P2_1_LUNG",1
"4151","Endothelial","P2_1_LUNG",21
"4152","Fibroblast","P2_1_LUNG",0
"4153","Macrophages","P2_1_LUNG",2
"4154","Monocytes","P2_1_LUNG",2
"4155","NK+T","P2_1_LUNG",3
"4156","Plasma+B","P2_1_LUNG",0
"4157","Secretory","P2_1_LUNG",0
"4158","Stromal","P2_1_LUNG",2
"4159","Airway Epithelial","P2_2_LUNG",0
"4160","AT1","P2_2_LUNG",0
"4161","AT2","P2_2_LUNG",0
"4162","Basal","P2_2_LUNG",0
"4163","Ciliated","P2_2_LUNG",0
"4164","DC","P2_2_LUNG",0
"4165","Endothelial","P2_2_LUNG",13
"4166","Fibroblast","P2_2_LUNG",0
"4167","Macrophages","P2_2_LUNG",2
"4168","Monocytes","P2_2_LUNG",4
"4169","NK+T","P2_2_LUNG",2
"4170","Plasma+B","P2_2_LUNG",0
"4171","Secretory","P2_2_LUNG",0
"4172","Stromal","P2_2_LUNG",0
"4173","Airway Epithelial","P2_3_LUNG",0
"4174","AT1","P2_3_LUNG",0
"4175","AT2","P2_3_LUNG",0
"4176","Basal","P2_3_LUNG",0
"4177","Ciliated","P2_3_LUNG",0
"4178","DC","P2_3_LUNG",0
"4179","Endothelial","P2_3_LUNG",14
"4180","Fibroblast","P2_3_LUNG",0
"4181","Macrophages","P2_3_LUNG",0
"4182","Monocytes","P2_3_LUNG",1
"4183","NK+T","P2_3_LUNG",5
"4184","Plasma+B","P2_3_LUNG",0
"4185","Secretory","P2_3_LUNG",0
"4186","Stromal","P2_3_LUNG",1
"4187","Airway Epithelial","P2_4_LUNG",0
"4188","AT1","P2_4_LUNG",0
"4189","AT2","P2_4_LUNG",0
"4190","Basal","P2_4_LUNG",0
"4191","Ciliated","P2_4_LUNG",1
"4192","DC","P2_4_LUNG",0
"4193","Endothelial","P2_4_LUNG",7
"4194","Fibroblast","P2_4_LUNG",0
"4195","Macrophages","P2_4_LUNG",2
"4196","Monocytes","P2_4_LUNG",0
"4197","NK+T","P2_4_LUNG",0
"4198","Plasma+B","P2_4_LUNG",0
"4199","Secretory","P2_4_LUNG",0
"4200","Stromal","P2_4_LUNG",0
"4201","Airway Epithelial","P2_5_LUNG",0
"4202","AT1","P2_5_LUNG",0
"4203","AT2","P2_5_LUNG",0
"4204","Basal","P2_5_LUNG",0
"4205","Ciliated","P2_5_LUNG",1
"4206","DC","P2_5_LUNG",0
"4207","Endothelial","P2_5_LUNG",8
"4208","Fibroblast","P2_5_LUNG",3
"4209","Macrophages","P2_5_LUNG",6
"4210","Monocytes","P2_5_LUNG",0
"4211","NK+T","P2_5_LUNG",7
"4212","Plasma+B","P2_5_LUNG",0
"4213","Secretory","P2_5_LUNG",4
"4214","Stromal","P2_5_LUNG",6
"4215","Airway Epithelial","P2_6_LUNG",0
"4216","AT1","P2_6_LUNG",1
"4217","AT2","P2_6_LUNG",0
"4218","Basal","P2_6_LUNG",0
"4219","Ciliated","P2_6_LUNG",1
"4220","DC","P2_6_LUNG",0
"4221","Endothelial","P2_6_LUNG",4
"4222","Fibroblast","P2_6_LUNG",1
"4223","Macrophages","P2_6_LUNG",0
"4224","Monocytes","P2_6_LUNG",0
"4225","NK+T","P2_6_LUNG",2
"4226","Plasma+B","P2_6_LUNG",0
"4227","Secretory","P2_6_LUNG",0
"4228","Stromal","P2_6_LUNG",2
"4229","Airway Epithelial","P2_7_LUNG",0
"4230","AT1","P2_7_LUNG",0
"4231","AT2","P2_7_LUNG",0
"4232","Basal","P2_7_LUNG",0
"4233","Ciliated","P2_7_LUNG",1
"4234","DC","P2_7_LUNG",0
"4235","Endothelial","P2_7_LUNG",20
"4236","Fibroblast","P2_7_LUNG",0
"4237","Macrophages","P2_7_LUNG",0
"4238","Monocytes","P2_7_LUNG",0
"4239","NK+T","P2_7_LUNG",1
"4240","Plasma+B","P2_7_LUNG",0
"4241","Secretory","P2_7_LUNG",0
"4242","Stromal","P2_7_LUNG",0
"4243","Airway Epithelial","P2_8_LUNG",0
"4244","AT1","P2_8_LUNG",1
"4245","AT2","P2_8_LUNG",0
"4246","Basal","P2_8_LUNG",0
"4247","Ciliated","P2_8_LUNG",1
"4248","DC","P2_8_LUNG",1
"4249","Endothelial","P2_8_LUNG",2
"4250","Fibroblast","P2_8_LUNG",2
"4251","Macrophages","P2_8_LUNG",7
"4252","Monocytes","P2_8_LUNG",0
"4253","NK+T","P2_8_LUNG",5
"4254","Plasma+B","P2_8_LUNG",0
"4255","Secretory","P2_8_LUNG",0
"4256","Stromal","P2_8_LUNG",4
"4257","Airway Epithelial","P3_2_LUNG",0
"4258","AT1","P3_2_LUNG",0
"4259","AT2","P3_2_LUNG",0
"4260","Basal","P3_2_LUNG",0
"4261","Ciliated","P3_2_LUNG",0
"4262","DC","P3_2_LUNG",2
"4263","Endothelial","P3_2_LUNG",2
"4264","Fibroblast","P3_2_LUNG",0
"4265","Macrophages","P3_2_LUNG",0
"4266","Monocytes","P3_2_LUNG",3
"4267","NK+T","P3_2_LUNG",6
"4268","Plasma+B","P3_2_LUNG",3
"4269","Secretory","P3_2_LUNG",0
"4270","Stromal","P3_2_LUNG",0
"4271","Airway Epithelial","P3_3_LUNG",0
"4272","AT1","P3_3_LUNG",7
"4273","AT2","P3_3_LUNG",10
"4274","Basal","P3_3_LUNG",3
"4275","Ciliated","P3_3_LUNG",1
"4276","DC","P3_3_LUNG",0
"4277","Endothelial","P3_3_LUNG",0
"4278","Fibroblast","P3_3_LUNG",0
"4279","Macrophages","P3_3_LUNG",1
"4280","Monocytes","P3_3_LUNG",0
"4281","NK+T","P3_3_LUNG",0
"4282","Plasma+B","P3_3_LUNG",0
"4283","Secretory","P3_3_LUNG",5
"4284","Stromal","P3_3_LUNG",0
"4285","Airway Epithelial","P3_4_LUNG",0
"4286","AT1","P3_4_LUNG",0
"4287","AT2","P3_4_LUNG",0
"4288","Basal","P3_4_LUNG",0
"4289","Ciliated","P3_4_LUNG",0
"4290","DC","P3_4_LUNG",0
"4291","Endothelial","P3_4_LUNG",0
"4292","Fibroblast","P3_4_LUNG",1
"4293","Macrophages","P3_4_LUNG",4
"4294","Monocytes","P3_4_LUNG",0
"4295","NK+T","P3_4_LUNG",0
"4296","Plasma+B","P3_4_LUNG",0
"4297","Secretory","P3_4_LUNG",0
"4298","Stromal","P3_4_LUNG",5
"4299","Airway Epithelial","P3_5_LUNG",0
"4300","AT1","P3_5_LUNG",0
"4301","AT2","P3_5_LUNG",1
"4302","Basal","P3_5_LUNG",0
"4303","Ciliated","P3_5_LUNG",0
"4304","DC","P3_5_LUNG",0
"4305","Endothelial","P3_5_LUNG",0
"4306","Fibroblast","P3_5_LUNG",2
"4307","Macrophages","P3_5_LUNG",9
"4308","Monocytes","P3_5_LUNG",0
"4309","NK+T","P3_5_LUNG",4
"4310","Plasma+B","P3_5_LUNG",0
"4311","Secretory","P3_5_LUNG",0
"4312","Stromal","P3_5_LUNG",5
"4313","Airway Epithelial","P3_6_LUNG",0
"4314","AT1","P3_6_LUNG",4
"4315","AT2","P3_6_LUNG",9
"4316","Basal","P3_6_LUNG",0
"4317","Ciliated","P3_6_LUNG",2
"4318","DC","P3_6_LUNG",0
"4319","Endothelial","P3_6_LUNG",4
"4320","Fibroblast","P3_6_LUNG",0
"4321","Macrophages","P3_6_LUNG",7
"4322","Monocytes","P3_6_LUNG",0
"4323","NK+T","P3_6_LUNG",6
"4324","Plasma+B","P3_6_LUNG",0
"4325","Secretory","P3_6_LUNG",5
"4326","Stromal","P3_6_LUNG",0
"4327","Airway Epithelial","P3_7_LUNG",0
"4328","AT1","P3_7_LUNG",0
"4329","AT2","P3_7_LUNG",0
"4330","Basal","P3_7_LUNG",0
"4331","Ciliated","P3_7_LUNG",0
"4332","DC","P3_7_LUNG",6
"4333","Endothelial","P3_7_LUNG",16
"4334","Fibroblast","P3_7_LUNG",0
"4335","Macrophages","P3_7_LUNG",0
"4336","Monocytes","P3_7_LUNG",4
"4337","NK+T","P3_7_LUNG",18
"4338","Plasma+B","P3_7_LUNG",5
"4339","Secretory","P3_7_LUNG",0
"4340","Stromal","P3_7_LUNG",0
"4341","Airway Epithelial","p46c_LUNG",0
"4342","AT1","p46c_LUNG",0
"4343","AT2","p46c_LUNG",0
"4344","Basal","p46c_LUNG",2
"4345","Ciliated","p46c_LUNG",4
"4346","DC","p46c_LUNG",0
"4347","Endothelial","p46c_LUNG",0
"4348","Fibroblast","p46c_LUNG",0
"4349","Macrophages","p46c_LUNG",0
"4350","Monocytes","p46c_LUNG",0
